seq_id,pred_model,bit_score,evalue,pred_class,confidence
sp|P12960|CNTN1_MOUSE,,,,NO_HIT,
sp|P14141|CAH3_RAT,8ca.beta.45,149.3,6.3e-47,beta,46.20065945054642
sp|P16015|CAH3_MOUSE,8ca.beta.45,147.7,1.9e-46,beta,45.72124639904717
sp|P17067|CAHC_PEA,8ca.alpha.45,15.5,4.1e-06,alpha,5.3872161432802645
sp|P18761|CAH6_MOUSE,8ca.beta.45,155.0,1.1e-48,beta,47.95860731484178
sp|P20507|CAH1_CHLRE,8ca.beta.45,143.1,4.7e-45,beta,44.32790214206428
sp|P22748|CAH4_HUMAN,8ca.beta.45,123.7,4.0000000000000004e-39,beta,38.39794000867204
sp|P23280|CAH6_HUMAN,8ca.beta.45,127.5,2.7e-40,beta,39.56863623584101
sp|P23470|PTPRG_HUMAN,8ca.beta.45,108.5,1.7e-34,beta,33.769551078621724
sp|P23471|PTPRZ_HUMAN,8ca.beta.45,107.9,2.7e-34,beta,33.56863623584101
sp|P23589|CAH5A_MOUSE,8ca.beta.45,141.6,1.3000000000000002e-44,beta,43.88605664769317
sp|P27134|CYNT_SYNE7,8ca.alpha.45,30.9,7.6e-11,alpha,10.119186407719209
sp|P27139|CAH2_RAT,8ca.beta.45,163.5,2.9e-51,beta,50.537602002101046
sp|P27140|BCA1_ARATH,8ca.alpha.45,24.5,6.9e-09,alpha,8.161150909262744
sp|P28651|CAH8_MOUSE,8ca.beta.45,123.9,3.4e-39,beta,38.46852108295774
sp|P35218|CAH5A_HUMAN,8ca.beta.45,141.8,1.2e-44,beta,43.920818753952375
sp|P35219|CAH8_HUMAN,8ca.beta.45,122.8,7.3e-39,beta,38.136677139879545
sp|P40881|CAH_METTT,8ca.gamma.45,69.0,1.4000000000000002e-22,gamma,21.853871964321762
sp|P42737|BCA2_ARATH,8ca.alpha.45,24.6,6.7e-09,alpha,8.173925197299173
sp|P43166|CAH7_HUMAN,8ca.beta.45,167.3,2e-52,beta,51.69897000433602
sp|P43241|CDX2_MOUSE,,,,NO_HIT,
sp|P45689|CSOSA_HALNC,,,,NO_HIT,
sp|P48284|CAH4_RAT,8ca.beta.45,115.9,9.7e-37,beta,36.01322826573376
sp|P53615|CAN_YEAST,8ca.alpha.45,25.6,3.3e-09,alpha,8.481486060122112
sp|P56524|HDAC4_HUMAN,,,,NO_HIT,
sp|P72758|CCMM_SYNY3,8ca.gamma.45,42.8,1.5e-14,gamma,13.823908740944319
sp|P9WPJ7|MTCA1_MYCTU,8ca.alpha.45,91.9,1.3999999999999998e-29,alpha,28.853871964321762
sp|P9WPJ9|MTCA2_MYCTU,8ca.alpha.45,28.5,4.1e-10,alpha,9.387216143280265
sp|Q03513|CCMM_SYNE7,8ca.gamma.45,45.7,2.1e-15,gamma,14.67778070526608
sp|Q05909|PTPRG_MOUSE,8ca.beta.45,107.7,3.1000000000000002e-34,beta,33.50863830616573
sp|Q12860|CNTN1_HUMAN,,,,NO_HIT,
sp|Q16790|CAH9_HUMAN,8ca.beta.45,122.2,1.1e-38,beta,37.95860731484178
sp|Q27908|MANA_PINFU,8ca.beta.45,93.7,5.7000000000000005e-30,beta,29.24412514432751
sp|Q31NB3|RBL_SYNE7,,,,NO_HIT,
sp|Q4U116|S4A4_PIG,,,,NO_HIT,
sp|Q54735|CYNT_SYNY3,8ca.alpha.45,26.3,2e-09,alpha,8.698970004336019
sp|Q5AJ71|CAN_CANAL,8ca.alpha.45,24.5,6.9e-09,alpha,8.161150909262744
sp|Q62656|PTPRZ_RAT,8ca.beta.45,107.7,3e-34,beta,33.52287874528034
sp|Q63198|CNTN1_RAT,,,,NO_HIT,
sp|Q64444|CAH4_MOUSE,8ca.beta.45,125.7,9.7e-40,beta,39.01322826573376
sp|Q6FXU7|PDR1_CANGA,,,,NO_HIT,
sp|Q75N34|DB3S_DIOPO,8ca.beta.45,187.1,1.8e-58,beta,57.74472749489669
sp|Q75N35|DB3L_DIOPO,8ca.beta.45,184.5,1.1e-57,beta,56.95860731484178
sp|Q7L1S5|CHST9_HUMAN,,,,NO_HIT,
tr|Q804B2|Q804B2_DANRE,,,,NO_HIT,
sp|Q84UV8|NEC3_NICLS,8ca.beta.45,199.5,2.9e-62,beta,61.537602002101046
sp|Q8BTY2|S4A7_MOUSE,,,,NO_HIT,
sp|Q8CIW6|S26A6_MOUSE,,,,NO_HIT,
sp|Q8DKB5|CCMM_THEVB,8ca.gamma.45,63.5,6.9e-21,gamma,20.161150909262744
sp|Q8N1Q1|CAH13_HUMAN,8ca.beta.45,145.2,1.1e-45,beta,44.95860731484178
sp|Q8VHB5|CAH9_MOUSE,8ca.beta.45,128.1,1.8e-40,beta,39.74472749489669
sp|Q8YYI3|CCMM_NOSS1,8ca.gamma.45,56.5,1e-18,gamma,18.0
sp|Q94CE4|BCA4_ARATH,8ca.alpha.45,22.8,2.3e-08,alpha,7.638272163982407
sp|Q9BXS9|S26A6_HUMAN,,,,NO_HIT,
sp|Q9C6B3|GCA2_ARATH,8ca.gamma.45,210.9,4.1e-66,gamma,65.38721614328027
sp|Q9D6N1|CAH13_MOUSE,8ca.beta.45,145.4,9.4e-46,beta,45.0268721464003
sp|Q9DBD0|ICA_MOUSE,,,,NO_HIT,
sp|Q9GL77|S4A4_BOVIN,,,,NO_HIT,
sp|Q9H2A9|CHST8_HUMAN,,,,NO_HIT,
sp|Q9JI66|S4A4_RAT,,,,NO_HIT,
sp|Q9R1N3|S4A7_RAT,,,,NO_HIT,
sp|Q9SMN1|GCAL2_ARATH,8ca.gamma.45,121.3,1.3e-38,gamma,37.88605664769317
sp|Q9ULX7|CAH14_HUMAN,8ca.beta.45,128.2,1.7e-40,beta,39.769551078621724
sp|Q9WVT6|CAH14_MOUSE,8ca.beta.45,125.8,8.8e-40,beta,39.055517327849834
sp|Q9XSZ4|S4A4_RABIT,,,,NO_HIT,
sp|Q9Y2D0|CAH5B_HUMAN,8ca.beta.45,142.2,8.8e-45,beta,44.055517327849834
sp|Q9Y6M7|S4A7_HUMAN,,,,NO_HIT,
sp|Q9Y6R1|S4A4_HUMAN,,,,NO_HIT,
sp|Q9Y6X9|MORC2_HUMAN,,,,NO_HIT,
tr|A0A0D9RDZ2|A0A0D9RDZ2_CHLSB,8ca.beta.45,108.3,2.1e-34,beta,33.67778070526608
tr|A0A135LPI1|A0A135LPI1_PENPA,8ca.alpha.45,19.1,3.3e-07,alpha,6.481486060122113
tr|A0A1S3EUC1|A0A1S3EUC1_DIPOR,8ca.beta.45,159.4,5e-50,beta,49.30102999566398
tr|A0A229Z5D9|A0A229Z5D9_9EURO,8ca.alpha.45,18.5,5.1e-07,alpha,6.292429823902063
tr|A0A257JKS5|A0A257JKS5_9PROT,,,,NO_HIT,
tr|A0A2G7FPR3|A0A2G7FPR3_9EURO,8ca.alpha.45,23.6,1.3e-08,alpha,7.886056647693163
tr|A0A2R9A4D6|A0A2R9A4D6_PANPA,8ca.beta.45,120.5,3.9000000000000004e-38,beta,37.408935392973504
tr|A0A2R9CDB5|A0A2R9CDB5_PANPA,8ca.beta.45,107.8,2.7e-34,beta,33.56863623584101
tr|A0A397HFE0|A0A397HFE0_ASPTH,8ca.alpha.45,18.2,5.9e-07,alpha,6.229147988357856
tr|A0A3Q2I8M1|A0A3Q2I8M1_HORSE,8ca.beta.45,123.5,4.5e-39,beta,38.346787486224656
tr|A0A452EZJ5|A0A452EZJ5_CAPHI,8ca.beta.45,108.9,1.3e-34,beta,33.88605664769317
tr|A0A452G7Y5|A0A452G7Y5_CAPHI,8ca.beta.45,135.8,8.1e-43,beta,42.09151498112135
tr|A0A663EEN0|A0A663EEN0_AQUCH,8ca.beta.45,123.7,3.8999999999999996e-39,beta,38.408935392973504
tr|A0A672U871|A0A672U871_STRHB,8ca.beta.45,125.7,9.8e-40,beta,39.008773924307505
tr|A0A6I8NGZ9|A0A6I8NGZ9_ORNAN,8ca.beta.45,110.7,3.5e-35,beta,34.455931955649724
tr|A0A8C5YYS3|A0A8C5YYS3_MARMA,8ca.beta.45,150.3,2.9999999999999997e-47,beta,46.52287874528034
tr|A0A8C9J6R5|A0A8C9J6R5_PANTA,,,,NO_HIT,
tr|A0A8D2HKU9|A0A8D2HKU9_UROPR,8ca.beta.45,122.6,8.499999999999999e-39,beta,38.070581074285705
tr|A0A8D2HXP4|A0A8D2HXP4_UROPR,8ca.beta.45,141.6,1.3000000000000002e-44,beta,43.88605664769317
tr|A0A8H6QXK1|A0A8H6QXK1_9EURO,8ca.alpha.45,14.2,1e-05,alpha,5.0
tr|A0A8H6UBA7|A0A8H6UBA7_9EURO,8ca.alpha.45,15.6,3.9e-06,alpha,5.4089353929735005
tr|A0A8M1PBD2|A0A8M1PBD2_DANRE,8ca.beta.45,177.6,1.4999999999999999e-55,beta,54.82390874094432
tr|A0A8V0XA98|A0A8V0XA98_CHICK,8ca.beta.45,115.1,1.7e-36,beta,35.769551078621724
tr|A0A8V1AKN8|A0A8V1AKN8_CHICK,8ca.beta.45,112.6,9.4e-36,beta,35.0268721464003
tr|A0A8X7XM43|A0A8X7XM43_POLSE,8ca.beta.45,124.4,2.3999999999999998e-39,beta,38.619788758288394
tr|A0A9Q0EG67|A0A9Q0EG67_9TELE,8ca.beta.45,78.1,3.1999999999999997e-25,beta,24.494850021680094
tr|A0AAW8EXM4|A0AAW8EXM4_9MICO,8ca.alpha.45,24.0,1e-08,alpha,8.0
sp|A0ZSF2|MAF_PINFU,8ca.beta.45,95.4,1.8e-30,beta,29.744727494896694
sp|A0ZSF3|MAM_PINMA,8ca.beta.45,93.4,7.2e-30,beta,29.14266750356873
sp|A0ZSF4|MAP1_MIZYE,8ca.beta.45,68.0,4e-22,beta,21.397940008672037
sp|A0ZSF5|MAP2_MIZYE,8ca.beta.45,94.5,3.2e-30,beta,29.494850021680094
sp|A0ZSF7|MAC2_CRANI,8ca.beta.45,92.5,1.3e-29,beta,28.886056647693163
tr|A6IJ26|A6IJ26_RAT,8ca.beta.45,126.3,6.2e-40,beta,39.20760831050175
sp|B0BNN3|CAH1_RAT,8ca.beta.45,158.6,8.7e-50,beta,49.06048074738138
sp|D0KWS7|DABA2_HALNC,,,,NO_HIT,
sp|D0KWS8|DABB2_HALNC,,,,NO_HIT,
tr|F1MGK5|F1MGK5_BOVIN,8ca.beta.45,108.4,1.9e-34,beta,33.72124639904717
tr|F1S1C3|F1S1C3_PIG,8ca.beta.45,137.9,1.8e-43,beta,42.74472749489669
sp|F4IHR4|ATCA2_ARATH,8ca.beta.45,177.1,2e-55,beta,54.69897000433602
tr|F6PNY6|F6PNY6_MACMU,8ca.beta.45,107.4,3.8e-34,beta,33.420216403383186
tr|F6ZRD8|F6ZRD8_HORSE,8ca.beta.45,107.1,4.5e-34,beta,33.346787486224656
tr|F7DJJ9|F7DJJ9_MACMU,8ca.beta.45,108.3,2.0000000000000003e-34,beta,33.69897000433602
tr|G1RMS6|G1RMS6_NOMLE,8ca.beta.45,107.6,3.3000000000000003e-34,beta,33.481486060122116
tr|G3R792|G3R792_GORGO,8ca.beta.45,121.9,1.5000000000000002e-38,beta,37.82390874094432
tr|G3SHA3|G3SHA3_GORGO,8ca.beta.45,107.9,2.7e-34,beta,33.56863623584101
tr|H0WAL8|H0WAL8_CAVPO,8ca.beta.45,125.0,1.6e-39,beta,38.795880017344075
tr|H0WMS5|H0WMS5_OTOGA,8ca.beta.45,123.6,4.3e-39,beta,38.36653154442041
sp|H1AAP2|COSH_THITI,8ca.alpha.45,66.8,7.100000000000001e-22,alpha,21.148741651280925
tr|H2R2R2|H2R2R2_PANTR,8ca.beta.45,122.9,7.2e-39,beta,38.14266750356873
tr|H2R4Z7|H2R4Z7_PANTR,8ca.beta.45,107.9,2.7e-34,beta,33.56863623584101
tr|H9GLZ6|H9GLZ6_ANOCA,8ca.beta.45,136.0,7e-43,beta,42.15490195998574
tr|I3MFH1|I3MFH1_ICTTR,8ca.beta.45,118.7,1.3000000000000001e-37,beta,36.88605664769317
tr|I3MKV4|I3MKV4_ICTTR,8ca.beta.45,165.4,7.7e-52,beta,51.11350927482752
tr|J4I8F5|J4I8F5_9APHY,8ca.alpha.45,91.1,2.5e-29,alpha,28.602059991327963
tr|K7FTJ3|K7FTJ3_PELSI,8ca.beta.45,142.7,6.4e-45,beta,44.19382002601611
tr|M3Y668|M3Y668_MUSPF,8ca.beta.45,107.0,5.1e-34,beta,33.29242982390206
sp|O75493|CAH11_HUMAN,8ca.beta.45,73.8,6.8e-24,beta,23.167491087293765
sp|O85043|CSS4A_HALNC,,,,NO_HIT,
sp|O85044|CSS4B_HALNC,,,,NO_HIT,
sp|P00916|CAH1_MACMU,8ca.beta.45,172.5,5.1e-54,beta,53.29242982390206
sp|P04195|CAHH_VACCW,8ca.beta.45,53.7,8.9e-18,beta,17.05060999335509
sp|P07450|CAH3_HORSE,8ca.beta.45,147.5,2.2e-46,beta,45.6575773191778
sp|P08060|CAH6_SHEEP,8ca.beta.45,132.1,1.1e-41,beta,40.95860731484178
sp|P0ABE9|CYNT_ECOLI,8ca.alpha.45,30.6,9.6e-11,alpha,10.017728766960431
sp|P0DO50|NEC1_NESMA,8ca.beta.45,198.8,4.7e-62,beta,61.32790214206428
sp|P13634|CAH1_MOUSE,8ca.beta.45,156.1,5.000000000000001e-49,beta,48.30102999566398
sp|P18915|CAH6_BOVIN,8ca.beta.45,126.0,8.2e-40,beta,39.08618614761628
sp|P24258|CAH2_CHLRE,8ca.beta.45,144.9,1.4e-45,beta,44.85387196432176
sp|P35217|CAH1_MACNE,8ca.beta.45,172.7,4.6e-54,beta,53.337242168318426
sp|P43165|CAH5A_RAT,8ca.beta.45,138.0,1.6999999999999998e-43,beta,42.769551078621724
sp|P45548|PHP_ECOLI,,,,NO_HIT,
sp|P45686|RBS_HALNC,,,,NO_HIT,
sp|P45688|CSOSC_HALNC,,,,NO_HIT,
sp|P45690|CSOSB_HALNC,,,,NO_HIT,
sp|P48282|CAH1_SHEEP,8ca.beta.45,172.9,3.8e-54,beta,53.420216403383186
sp|P48283|CAH4_RABIT,8ca.beta.45,109.6,8e-35,beta,34.096910013008056
sp|P54205|RBL_SYNY3,,,,NO_HIT,
sp|P61517|CAN_ECOLI,8ca.alpha.45,22.2,3.6e-08,alpha,7.443697499232713
sp|P83299|CAH1_CHIHA,8ca.beta.45,159.8,3.8e-50,beta,49.420216403383186
sp|Q1LZA1|CAH1_BOVIN,8ca.beta.45,183.5,2.2e-57,beta,56.6575773191778
sp|Q29545|ICA_PIG,,,,NO_HIT,
sp|Q31HD6|CSOCA_HYDCU,,,,NO_HIT,
sp|Q31NB2|RBS_SYNE7,,,,NO_HIT,
sp|Q50940|CAH_NEIGO,8ca.beta.45,327.1,3.5e-101,beta,100.45593195564973
sp|Q55074|PANCY_SYNY3,,,,NO_HIT,
sp|Q5KW03|CAG_GEOKA,8ca.gamma.45,210.1,7.1e-66,gamma,65.14874165128093
sp|Q5S1S4|CAH3_PIG,8ca.beta.45,146.8,3.4999999999999998e-46,beta,45.455931955649724
tr|Q6PFU7|Q6PFU7_DANRE,8ca.beta.45,176.6,2.8e-55,beta,54.55284196865778
tr|Q6R4A1|Q6R4A1_ONCMY,8ca.beta.45,120.4,4.2e-38,beta,37.3767507096021
sp|Q7M316|CAH1_GORGO,8ca.beta.45,168.1,1.1e-52,beta,51.95860731484178
sp|Q7M317|CAH1_PANTR,8ca.beta.45,167.1,2.2e-52,beta,51.6575773191778
tr|Q7SY46|Q7SY46_DANRE,,,,NO_HIT,
sp|Q7TTT8|CSOCA_PARMW,,,,NO_HIT,
sp|Q8CI85|CAH12_MOUSE,8ca.beta.45,144.8,1.4e-45,beta,44.85387196432176
sp|Q8HY33|CAH1_MONDO,8ca.beta.45,169.6,3.8999999999999997e-53,beta,52.408935392973504
sp|Q8HY34|HBA_MONDO,,,,NO_HIT,
sp|Q8YT18|MICAH_NOSS1,8ca.iota.45,358.2,5.1e-111,iota,110.29242982390207
sp|Q92051|CAHZ_DANRE,8ca.beta.45,170.8,1.6999999999999998e-53,beta,52.769551078621724
sp|Q94AU7|GCA3_ARATH,8ca.gamma.45,187.0,8.9e-59,gamma,58.05060999335509
sp|Q95323|CAH4_BOVIN,8ca.beta.45,131.8,1.3999999999999998e-41,beta,40.85387196432176
sp|Q98936|PTPRG_CHICK,8ca.beta.45,111.4,2.2e-35,beta,34.6575773191778
sp|Q99N23|CAH15_MOUSE,8ca.beta.45,99.7,8.1e-32,beta,31.09151498112135
sp|Q9C6F5|BCA6_ARATH,8ca.alpha.45,31.4,5.3e-11,alpha,10.275724130399212
sp|Q9ERQ8|CAH7_MOUSE,8ca.beta.45,164.4,1.5e-51,beta,50.82390874094432
sp|Q9FM99|ATCA8_ARATH,8ca.beta.45,203.9,1.3e-63,beta,62.88605664769317
sp|Q9FWR5|GCA1_ARATH,8ca.gamma.45,210.4,5.9e-66,gamma,65.22914798835785
sp|Q9FYE3|ATCA3_ARATH,8ca.beta.45,187.5,1.4e-58,beta,57.85387196432176
sp|Q9MZ30|CAH12_RABIT,8ca.beta.45,142.0,1.1e-44,beta,43.95860731484178
sp|Q9NL38|MA66_PINMA,8ca.beta.45,79.8,9.999999999999999e-26,beta,25.0
sp|Q9QZA0|CAH5B_MOUSE,8ca.beta.45,144.3,2.0000000000000003e-45,beta,44.69897000433602
sp|S5FT07|CS2H1_ACITH,8ca.alpha.45,89.3,8.9e-29,alpha,28.05060999335509
tr|A0A022WC76|A0A022WC76_TRIRU,8ca.alpha.45,30.8,8.1e-11,alpha,10.09151498112135
tr|A0A022Y429|A0A022Y429_TRISD,8ca.alpha.45,30.8,8.1e-11,alpha,10.09151498112135
tr|A0A045J8T7|A0A045J8T7_MYCTX,8ca.alpha.45,28.5,4.1e-10,alpha,9.387216143280265
tr|A0A060W356|A0A060W356_ONCMY,8ca.beta.45,123.6,4.3e-39,beta,38.36653154442041
tr|A0A060X6S9|A0A060X6S9_ONCMY,8ca.beta.45,136.3,5.6e-43,beta,42.2518119729938
tr|A0A062WTM2|A0A062WTM2_9ACTN,,,,NO_HIT,
tr|A0A067N124|A0A067N124_BOTB1,8ca.alpha.45,24.4,7.9e-09,alpha,8.102372908709558
tr|A0A072PCS1|A0A072PCS1_9EURO,8ca.alpha.45,33.6,1.2e-11,alpha,10.920818753952375
tr|A0A076N5F4|A0A076N5F4_AMYME,8ca.alpha.45,17.1,1.4e-06,alpha,5.853871964321762
tr|A0A078GF05|A0A078GF05_BRANA,8ca.beta.45,205.0,6.1e-64,beta,63.214670164989236
tr|A0A078HBW5|A0A078HBW5_BRANA,8ca.beta.45,174.8,9.999999999999999e-55,beta,54.0
tr|A0A078JC34|A0A078JC34_BRANA,8ca.beta.45,175.8,5.099999999999999e-55,beta,54.29242982390206
tr|A0A087Y8B6|A0A087Y8B6_POEFO,8ca.beta.45,131.8,1.3e-41,beta,40.88605664769317
tr|A0A091DTV4|A0A091DTV4_FUKDA,8ca.beta.45,297.4,4.0999999999999996e-92,beta,91.38721614328027
tr|A0A094CRN1|A0A094CRN1_9PEZI,8ca.alpha.45,30.9,7.9e-11,alpha,10.102372908709558
tr|A0A096MQ68|A0A096MQ68_PAPAN,8ca.beta.45,108.3,2.0000000000000003e-34,beta,33.69897000433602
tr|A0A096MZB4|A0A096MZB4_PAPAN,8ca.beta.45,176.3,3.4999999999999995e-55,beta,54.455931955649724
tr|A0A096NDF1|A0A096NDF1_PAPAN,8ca.beta.45,166.8,2.8e-52,beta,51.55284196865778
tr|A0A096P176|A0A096P176_PAPAN,8ca.beta.45,123.2,5.4999999999999995e-39,beta,38.25963731050576
tr|A0A096P503|A0A096P503_PAPAN,8ca.beta.45,119.9,5.900000000000001e-38,beta,37.22914798835786
tr|A0A098LJ32|A0A098LJ32_9BACT,8ca.alpha.45,22.7,2.5e-08,alpha,7.6020599913279625
tr|A0A099P142|A0A099P142_PICKU,8ca.alpha.45,53.2,1.1e-17,alpha,16.958607314841775
tr|A0A0A0VDH2|A0A0A0VDH2_CHEQU,,,,NO_HIT,
tr|A0A0A0VGS1|A0A0A0VGS1_CHEQU,,,,NO_HIT,
tr|A0A0A1V4J2|A0A0A1V4J2_9HYPO,8ca.alpha.45,26.7,1.5e-09,alpha,8.823908740944319
tr|A0A0A2LGP4|A0A0A2LGP4_PENIT,8ca.alpha.45,23.0,2e-08,alpha,7.698970004336019
tr|A0A0A8WW76|A0A0A8WW76_9BACT,8ca.alpha.45,36.3,1.7e-12,alpha,11.769551078621726
tr|A0A0A9YFG2|A0A0A9YFG2_LYGHE,8ca.beta.45,108.7,1.5e-34,beta,33.82390874094432
tr|A0A0A9YK01|A0A0A9YK01_LYGHE,8ca.beta.45,95.3,1.8e-30,beta,29.744727494896694
tr|A0A0B0N2A4|A0A0B0N2A4_GOSAR,8ca.beta.45,205.3,5.1e-64,beta,63.29242982390206
tr|A0A0B0NRT9|A0A0B0NRT9_GOSAR,8ca.beta.45,198.9,4.499999999999999e-62,beta,61.346787486224656
tr|A0A0B4GKE3|A0A0B4GKE3_METAF,8ca.alpha.45,26.8,1.4e-09,alpha,8.853871964321762
tr|A0A0B4LGX6|A0A0B4LGX6_DROME,8ca.alpha.45,12.3,3.9e-05,alpha,4.4089353929735005
tr|A0A0C3CLP4|A0A0C3CLP4_HEBCY,8ca.alpha.45,18.5,5.1e-07,alpha,6.292429823902063
tr|A0A0C4DQF6|A0A0C4DQF6_MAGP6,8ca.alpha.45,23.4,1.5e-08,alpha,7.823908740944319
tr|A0A0D1YBB6|A0A0D1YBB6_EXOME,8ca.alpha.45,31.0,7.1e-11,alpha,10.148741651280925
tr|A0A0D2EXR4|A0A0D2EXR4_CLAB1,8ca.alpha.45,28.9,3.2e-10,alpha,9.494850021680094
tr|A0A0D2MFK3|A0A0D2MFK3_GOSRA,8ca.beta.45,206.9,1.7e-64,beta,63.769551078621724
tr|A0A0D2TN66|A0A0D2TN66_GOSRA,8ca.beta.45,193.4,2.2000000000000002e-60,beta,59.6575773191778
tr|A0A0D2XRW0|A0A0D2XRW0_FUSOF,8ca.alpha.45,30.4,1.1e-10,alpha,9.958607314841775
tr|A0A0D3B4B0|A0A0D3B4B0_BRAOL,8ca.beta.45,205.0,6.1e-64,beta,63.214670164989236
tr|A0A0D8BJC8|A0A0D8BJC8_9ACTN,,,,NO_HIT,
tr|A0A0D9QX60|A0A0D9QX60_CHLSB,8ca.beta.45,167.3,2e-52,beta,51.69897000433602
tr|A0A0D9R122|A0A0D9R122_CHLSB,8ca.beta.45,122.8,7.5e-39,beta,38.1249387366083
tr|A0A0D9RDE4|A0A0D9RDE4_CHLSB,8ca.beta.45,123.3,5.1e-39,beta,38.29242982390206
tr|A0A0D9RHZ7|A0A0D9RHZ7_CHLSB,8ca.beta.45,71.3,3.9e-23,beta,22.4089353929735
tr|A0A0D9RL35|A0A0D9RL35_CHLSB,8ca.beta.45,166.0,4.8e-52,beta,51.31875876262441
tr|A0A0D9RL40|A0A0D9RL40_CHLSB,8ca.beta.45,150.3,3.1e-47,beta,46.50863830616573
tr|A0A0D9RL45|A0A0D9RL45_CHLSB,8ca.beta.45,166.9,2.6e-52,beta,51.585026652029185
tr|A0A0D9S8Q5|A0A0D9S8Q5_CHLSB,8ca.beta.45,128.2,1.7e-40,beta,39.769551078621724
tr|A0A0E8TWC7|A0A0E8TWC7_MYCTX,8ca.alpha.45,21.6,5.5e-08,alpha,7.259637310505756
tr|A0A0F4YV47|A0A0F4YV47_TALEM,8ca.alpha.45,32.2,3.1e-11,alpha,10.508638306165727
tr|A0A0F7G7L3|A0A0F7G7L3_CHEQU,,,,NO_HIT,
tr|A0A0F9XP45|A0A0F9XP45_TRIHA,8ca.alpha.45,22.9,2.3e-08,alpha,7.638272163982407
tr|A0A0G2K561|A0A0G2K561_RAT,8ca.beta.45,87.4,4.9e-28,beta,27.309803919971486
tr|A0A0G4GJE8|A0A0G4GJE8_9ALVE,8ca.alpha.45,17.4,1.1e-06,alpha,5.958607314841775
tr|A0A0G4LPK9|A0A0G4LPK9_VERLO,8ca.alpha.45,16.3,2.3e-06,alpha,5.638272163982407
tr|A0A0G4LRL2|A0A0G4LRL2_VERLO,8ca.alpha.45,22.4,3.1e-08,alpha,7.508638306165727
tr|A0A0H2UHB3|A0A0H2UHB3_RAT,8ca.beta.45,116.8,5.0000000000000005e-37,beta,36.30102999566398
tr|A0A0H3EA44|A0A0H3EA44_BIFBP,8ca.alpha.45,28.6,4e-10,alpha,9.397940008672037
tr|A0A0H5C5I8|A0A0H5C5I8_CYBJN,8ca.alpha.45,22.3,3.3e-08,alpha,7.481486060122113
tr|A0A0H5NF89|A0A0H5NF89_NOCFR,8ca.alpha.45,17.9,7.4e-07,alpha,6.130768280269024
tr|A0A0J0XX05|A0A0J0XX05_9TREE,8ca.alpha.45,24.6,6.6e-09,alpha,8.18045606445813
tr|A0A0K1JII8|A0A0K1JII8_9MICO,8ca.alpha.45,21.7,5e-08,alpha,7.301029995663981
tr|A0A0L0N001|A0A0L0N001_TOLOC,8ca.alpha.45,26.7,1.5e-09,alpha,8.823908740944319
tr|A0A0L0P1W2|A0A0L0P1W2_CANAR,8ca.alpha.45,16.9,1.6e-06,alpha,5.795880017344075
